segment_key,rank,driver_feature,effect_gap,hypothesis
At Risk | Dormant | Dual Product,3,risk_score,0.3934585503836603,"In segment 'At Risk | Dormant | Dual Product', higher risk_score is associated with higher churn risk; test a targeted intervention focused on this driver."
At Risk | Dormant | Multi Product,1,total_amount,49.78652409428014,"In segment 'At Risk | Dormant | Multi Product', higher total_amount is associated with higher churn risk; test a targeted intervention focused on this driver."
At Risk | Dormant | Multi Product,2,days_since_last_active,10.075098046829496,"In segment 'At Risk | Dormant | Multi Product', higher days_since_last_active is associated with higher churn risk; test a targeted intervention focused on this driver."
At Risk | Dormant | Multi Product,3,risk_score,0.3258154525298025,"In segment 'At Risk | Dormant | Multi Product', higher risk_score is associated with higher churn risk; test a targeted intervention focused on this driver."
At Risk | Dormant | Single Product,1,days_since_last_active,17.019837443173998,"In segment 'At Risk | Dormant | Single Product', higher days_since_last_active is associated with higher churn risk; test a targeted intervention focused on this driver."
At Risk | Dormant | Single Product,2,tenure_days,7.394269183082997,"In segment 'At Risk | Dormant | Single Product', higher tenure_days is associated with higher churn risk; test a targeted intervention focused on this driver."
At Risk | Dormant | Single Product,3,risk_score,0.5385979244156678,"In segment 'At Risk | Dormant | Single Product', higher risk_score is associated with higher churn risk; test a targeted intervention focused on this driver."
At Risk | Engaged | Dual Product,1,risk_score,0.35235362189101327,"In segment 'At Risk | Engaged | Dual Product', higher risk_score is associated with higher churn risk; test a targeted intervention focused on this driver."
At Risk | Engaged | Dual Product,2,support_intensity,0.11980706546271724,"In segment 'At Risk | Engaged | Dual Product', higher support_intensity is associated with higher churn risk; test a targeted intervention focused on this driver."
At Risk | Engaged | Dual Product,3,monetary_score,0.0955736548735282,"In segment 'At Risk | Engaged | Dual Product', higher monetary_score is associated with higher churn risk; test a targeted intervention focused on this driver."
At Risk | Engaged | Multi Product,1,tenure_days,30.672549019607914,"In segment 'At Risk | Engaged | Multi Product', higher tenure_days is associated with higher churn risk; test a targeted intervention focused on this driver."
At Risk | Engaged | Multi Product,2,days_since_last_active,0.7441176470588218,"In segment 'At Risk | Engaged | Multi Product', higher days_since_last_active is associated with higher churn risk; test a targeted intervention focused on this driver."
At Risk | Engaged | Multi Product,3,Gender_Female,0.18186274509803912,"In segment 'At Risk | Engaged | Multi Product', higher Gender_Female is associated with higher churn risk; test a targeted intervention focused on this driver."
At Risk | Engaged | Single Product,1,days_since_last_active,0.9927630393225719,"In segment 'At Risk | Engaged | Single Product', higher days_since_last_active is associated with higher churn risk; test a targeted intervention focused on this driver."
At Risk | Engaged | Single Product,2,support_intensity,0.45548851005710844,"In segment 'At Risk | Engaged | Single Product', higher support_intensity is associated with higher churn risk; test a targeted intervention focused on this driver."
At Risk | Engaged | Single Product,3,risk_score,0.3328882553620307,"In segment 'At Risk | Engaged | Single Product', higher risk_score is associated with higher churn risk; test a targeted intervention focused on this driver."
High Value | Active | Multi Product,1,total_amount,31.13703770270922,"In segment 'High Value | Active | Multi Product', higher total_amount is associated with higher churn risk; test a targeted intervention focused on this driver."
High Value | Active | Multi Product,2,tenure_days,20.62850916046682,"In segment 'High Value | Active | Multi Product', higher tenure_days is associated with higher churn risk; test a targeted intervention focused on this driver."
High Value | Active | Multi Product,3,risk_score,0.8736366616590048,"In segment 'High Value | Active | Multi Product', higher risk_score is associated with higher churn risk; test a targeted intervention focused on this driver."
High Value | Active | Power User,1,risk_score,0.5663939339710656,"In segment 'High Value | Active | Power User', higher risk_score is associated with higher churn risk; test a targeted intervention focused on this driver."
High Value | Active | Power User,2,days_since_last_active,0.3981874822996314,"In segment 'High Value | Active | Power User', higher days_since_last_active is associated with higher churn risk; test a targeted intervention focused on this driver."
High Value | Active | Power User,3,partner_id_partner_12,0.13112432738600965,"In segment 'High Value | Active | Power User', higher partner_id_partner_12 is associated with higher churn risk; test a targeted intervention focused on this driver."
High Value | At Risk | Multi Product,1,tenure_days,11.031801125703623,"In segment 'High Value | At Risk | Multi Product', higher tenure_days is associated with higher churn risk; test a targeted intervention focused on this driver."
High Value | At Risk | Multi Product,2,risk_score,1.239059881175735,"In segment 'High Value | At Risk | Multi Product', higher risk_score is associated with higher churn risk; test a targeted intervention focused on this driver."
High Value | At Risk | Multi Product,3,support_intensity,0.17830755221364974,"In segment 'High Value | At Risk | Multi Product', higher support_intensity is associated with higher churn risk; test a targeted intervention focused on this driver."
High Value | Engaged | Dual Product,1,total_amount,313.4338290718606,"In segment 'High Value | Engaged | Dual Product', higher total_amount is associated with higher churn risk; test a targeted intervention focused on this driver."
High Value | Engaged | Dual Product,2,days_since_last_active,1.060451563231009,"In segment 'High Value | Engaged | Dual Product', higher days_since_last_active is associated with higher churn risk; test a targeted intervention focused on this driver."
High Value | Engaged | Dual Product,3,risk_score,0.7210942205217274,"In segment 'High Value | Engaged | Dual Product', higher risk_score is associated with higher churn risk; test a targeted intervention focused on this driver."
High Value | Engaged | Multi Product,1,total_amount,238.45439636953006,"In segment 'High Value | Engaged | Multi Product', higher total_amount is associated with higher churn risk; test a targeted intervention focused on this driver."
High Value | Engaged | Multi Product,2,tenure_days,3.4104383673955,"In segment 'High Value | Engaged | Multi Product', higher tenure_days is associated with higher churn risk; test a targeted intervention focused on this driver."
High Value | Engaged | Multi Product,3,days_since_last_active,1.0990357163033035,"In segment 'High Value | Engaged | Multi Product', higher days_since_last_active is associated with higher churn risk; test a targeted intervention focused on this driver."
High Value | Engaged | Power User,1,total_amount,281.9219459557198,"In segment 'High Value | Engaged | Power User', higher total_amount is associated with higher churn risk; test a targeted intervention focused on this driver."
High Value | Engaged | Power User,2,risk_score,0.8943214015490113,"In segment 'High Value | Engaged | Power User', higher risk_score is associated with higher churn risk; test a targeted intervention focused on this driver."
High Value | Engaged | Power User,3,events_prev_30d,0.5583501006036222,"In segment 'High Value | Engaged | Power User', higher events_prev_30d is associated with higher churn risk; test a targeted intervention focused on this driver."
Low Value | At Risk | Dual Product,1,tenure_days,41.914057563049255,"In segment 'Low Value | At Risk | Dual Product', higher tenure_days is associated with higher churn risk; test a targeted intervention focused on this driver."
Low Value | At Risk | Dual Product,2,days_since_last_active,0.8910639397943356,"In segment 'Low Value | At Risk | Dual Product', higher days_since_last_active is associated with higher churn risk; test a targeted intervention focused on this driver."
Low Value | At Risk | Dual Product,3,risk_score,0.41640908101625795,"In segment 'Low Value | At Risk | Dual Product', higher risk_score is associated with higher churn risk; test a targeted intervention focused on this driver."
Low Value | At Risk | Single Product,1,days_since_last_active,1.8450397334016913,"In segment 'Low Value | At Risk | Single Product', higher days_since_last_active is associated with higher churn risk; test a targeted intervention focused on this driver."
Low Value | At Risk | Single Product,2,support_intensity,0.45889012024206755,"In segment 'Low Value | At Risk | Single Product', higher support_intensity is associated with higher churn risk; test a targeted intervention focused on this driver."
Low Value | At Risk | Single Product,3,risk_score,0.3669616660827706,"In segment 'Low Value | At Risk | Single Product', higher risk_score is associated with higher churn risk; test a targeted intervention focused on this driver."
Low Value | Dormant | Dual Product,1,days_since_last_active,11.335449735449743,"In segment 'Low Value | Dormant | Dual Product', higher days_since_last_active is associated with higher churn risk; test a targeted intervention focused on this driver."
Low Value | Dormant | Dual Product,2,risk_score,0.3936555674603177,"In segment 'Low Value | Dormant | Dual Product', higher risk_score is associated with higher churn risk; test a targeted intervention focused on this driver."
Low Value | Dormant | Dual Product,3,support_intensity,0.1406920822072284,"In segment 'Low Value | Dormant | Dual Product', higher support_intensity is associated with higher churn risk; test a targeted intervention focused on this driver."
Low Value | Dormant | Single Product,1,tenure_days,19.041464473113138,"In segment 'Low Value | Dormant | Single Product', higher tenure_days is associated with higher churn risk; test a targeted intervention focused on this driver."
Low Value | Dormant | Single Product,2,days_since_last_active,13.031167396536091,"In segment 'Low Value | Dormant | Single Product', higher days_since_last_active is associated with higher churn risk; test a targeted intervention focused on this driver."
Low Value | Dormant | Single Product,3,risk_score,0.2117892447363925,"In segment 'Low Value | Dormant | Single Product', higher risk_score is associated with higher churn risk; test a targeted intervention focused on this driver."
Low Value | Engaged | Dual Product,1,tenure_days,231.58773946360157,"In segment 'Low Value | Engaged | Dual Product', higher tenure_days is associated with higher churn risk; test a targeted intervention focused on this driver."
Low Value | Engaged | Dual Product,2,risk_score,0.5126238825031937,"In segment 'Low Value | Engaged | Dual Product', higher risk_score is associated with higher churn risk; test a targeted intervention focused on this driver."
Low Value | Engaged | Dual Product,3,Gender_Female,0.2685823754789272,"In segment 'Low Value | Engaged | Dual Product', higher Gender_Female is associated with higher churn risk; test a targeted intervention focused on this driver."
Low Value | Engaged | Single Product,1,tenure_days,13.261623230373061,"In segment 'Low Value | Engaged | Single Product', higher tenure_days is associated with higher churn risk; test a targeted intervention focused on this driver."
Low Value | Engaged | Single Product,2,days_since_last_active,1.0530485842985833,"In segment 'Low Value | Engaged | Single Product', higher days_since_last_active is associated with higher churn risk; test a targeted intervention focused on this driver."
Low Value | Engaged | Single Product,3,support_intensity,0.43503243299315963,"In segment 'Low Value | Engaged | Single Product', higher support_intensity is associated with higher churn risk; test a targeted intervention focused on this driver."
Potential Loyalists | Active | Multi Product,1,total_amount,189.2344537241147,"In segment 'Potential Loyalists | Active | Multi Product', higher total_amount is associated with higher churn risk; test a targeted intervention focused on this driver."
Potential Loyalists | Active | Multi Product,2,days_since_last_active,0.6713420910312102,"In segment 'Potential Loyalists | Active | Multi Product', higher days_since_last_active is associated with higher churn risk; test a targeted intervention focused on this driver."
Potential Loyalists | Active | Multi Product,3,risk_score,0.3673282177283437,"In segment 'Potential Loyalists | Active | Multi Product', higher risk_score is associated with higher churn risk; test a targeted intervention focused on this driver."
Potential Loyalists | Active | Power User,1,total_amount,335.3426711481379,"In segment 'Potential Loyalists | Active | Power User', higher total_amount is associated with higher churn risk; test a targeted intervention focused on this driver."
Potential Loyalists | Active | Power User,2,days_since_last_active,0.8082530590991919,"In segment 'Potential Loyalists | Active | Power User', higher days_since_last_active is associated with higher churn risk; test a targeted intervention focused on this driver."
Potential Loyalists | Active | Power User,3,risk_score,0.5083132466593595,"In segment 'Potential Loyalists | Active | Power User', higher risk_score is associated with higher churn risk; test a targeted intervention focused on this driver."
Potential Loyalists | At Risk | Dual Product,1,total_amount,301.16770347296233,"In segment 'Potential Loyalists | At Risk | Dual Product', higher total_amount is associated with higher churn risk; test a targeted intervention focused on this driver."
Potential Loyalists | At Risk | Dual Product,2,tenure_days,9.661054576196875,"In segment 'Potential Loyalists | At Risk | Dual Product', higher tenure_days is associated with higher churn risk; test a targeted intervention focused on this driver."
Potential Loyalists | At Risk | Dual Product,3,days_since_last_active,1.8232363716066047,"In segment 'Potential Loyalists | At Risk | Dual Product', higher days_since_last_active is associated with higher churn risk; test a targeted intervention focused on this driver."
Potential Loyalists | At Risk | Multi Product,1,total_amount,298.9289817810486,"In segment 'Potential Loyalists | At Risk | Multi Product', higher total_amount is associated with higher churn risk; test a targeted intervention focused on this driver."
Potential Loyalists | At Risk | Multi Product,2,tenure_days,49.72737047061719,"In segment 'Potential Loyalists | At Risk | Multi Product', higher tenure_days is associated with higher churn risk; test a targeted intervention focused on this driver."
Potential Loyalists | At Risk | Multi Product,3,days_since_last_active,1.236694018593603,"In segment 'Potential Loyalists | At Risk | Multi Product', higher days_since_last_active is associated with higher churn risk; test a targeted intervention focused on this driver."
Potential Loyalists | At Risk | Power User,1,total_amount,193.85546445645286,"In segment 'Potential Loyalists | At Risk | Power User', higher total_amount is associated with higher churn risk; test a targeted intervention focused on this driver."
Potential Loyalists | At Risk | Power User,2,tenure_days,111.29429429429433,"In segment 'Potential Loyalists | At Risk | Power User', higher tenure_days is associated with higher churn risk; test a targeted intervention focused on this driver."
Potential Loyalists | At Risk | Power User,3,txn_events,1.753753753753756,"In segment 'Potential Loyalists | At Risk | Power User', higher txn_events is associated with higher churn risk; test a targeted intervention focused on this driver."
Potential Loyalists | At Risk | Single Product,1,tenure_days,7.470447082596593,"In segment 'Potential Loyalists | At Risk | Single Product', higher tenure_days is associated with higher churn risk; test a targeted intervention focused on this driver."
Potential Loyalists | At Risk | Single Product,2,days_since_last_active,0.5366254104571908,"In segment 'Potential Loyalists | At Risk | Single Product', higher days_since_last_active is associated with higher churn risk; test a targeted intervention focused on this driver."
Potential Loyalists | At Risk | Single Product,3,support_intensity,0.36883977969283155,"In segment 'Potential Loyalists | At Risk | Single Product', higher support_intensity is associated with higher churn risk; test a targeted intervention focused on this driver."
Potential Loyalists | Dormant | Dual Product,1,total_amount,150.37458001603864,"In segment 'Potential Loyalists | Dormant | Dual Product', higher total_amount is associated with higher churn risk; test a targeted intervention focused on this driver."
Potential Loyalists | Dormant | Dual Product,2,tenure_days,15.28389913570345,"In segment 'Potential Loyalists | Dormant | Dual Product', higher tenure_days is associated with higher churn risk; test a targeted intervention focused on this driver."
Potential Loyalists | Dormant | Dual Product,3,days_since_last_active,10.698280317205743,"In segment 'Potential Loyalists | Dormant | Dual Product', higher days_since_last_active is associated with higher churn risk; test a targeted intervention focused on this driver."
Potential Loyalists | Dormant | Multi Product,1,total_amount,95.49487157940621,"In segment 'Potential Loyalists | Dormant | Multi Product', higher total_amount is associated with higher churn risk; test a targeted intervention focused on this driver."
Potential Loyalists | Dormant | Multi Product,2,tenure_days,62.841210563329014,"In segment 'Potential Loyalists | Dormant | Multi Product', higher tenure_days is associated with higher churn risk; test a targeted intervention focused on this driver."
Potential Loyalists | Dormant | Multi Product,3,days_since_last_active,3.011489681596629,"In segment 'Potential Loyalists | Dormant | Multi Product', higher days_since_last_active is associated with higher churn risk; test a targeted intervention focused on this driver."
Potential Loyalists | Dormant | Power User,1,tenure_days,190.3928853754942,"In segment 'Potential Loyalists | Dormant | Power User', higher tenure_days is associated with higher churn risk; test a targeted intervention focused on this driver."
Potential Loyalists | Dormant | Power User,2,total_amount,108.3275380553323,"In segment 'Potential Loyalists | Dormant | Power User', higher total_amount is associated with higher churn risk; test a targeted intervention focused on this driver."
Potential Loyalists | Dormant | Power User,3,risk_score,0.7966037553597097,"In segment 'Potential Loyalists | Dormant | Power User', higher risk_score is associated with higher churn risk; test a targeted intervention focused on this driver."
Potential Loyalists | Engaged | Dual Product,1,total_amount,255.50575414863283,"In segment 'Potential Loyalists | Engaged | Dual Product', higher total_amount is associated with higher churn risk; test a targeted intervention focused on this driver."
Potential Loyalists | Engaged | Dual Product,2,days_since_last_active,1.9076098950829596,"In segment 'Potential Loyalists | Engaged | Dual Product', higher days_since_last_active is associated with higher churn risk; test a targeted intervention focused on this driver."
Potential Loyalists | Engaged | Dual Product,3,monetary_score,0.49463305486054443,"In segment 'Potential Loyalists | Engaged | Dual Product', higher monetary_score is associated with higher churn risk; test a targeted intervention focused on this driver."
Potential Loyalists | Engaged | Multi Product,1,total_amount,332.98126590960055,"In segment 'Potential Loyalists | Engaged | Multi Product', higher total_amount is associated with higher churn risk; test a targeted intervention focused on this driver."
Potential Loyalists | Engaged | Multi Product,2,tenure_days,12.32035241825929,"In segment 'Potential Loyalists | Engaged | Multi Product', higher tenure_days is associated with higher churn risk; test a targeted intervention focused on this driver."
Potential Loyalists | Engaged | Multi Product,3,days_since_last_active,1.392864585394161,"In segment 'Potential Loyalists | Engaged | Multi Product', higher days_since_last_active is associated with higher churn risk; test a targeted intervention focused on this driver."
Potential Loyalists | Engaged | Power User,1,tenure_days,193.4828722002636,"In segment 'Potential Loyalists | Engaged | Power User', higher tenure_days is associated with higher churn risk; test a targeted intervention focused on this driver."
Potential Loyalists | Engaged | Power User,2,risk_score,0.40777916285825655,"In segment 'Potential Loyalists | Engaged | Power User', higher risk_score is associated with higher churn risk; test a targeted intervention focused on this driver."
Potential Loyalists | Engaged | Power User,3,RFM_score,0.27536231884057827,"In segment 'Potential Loyalists | Engaged | Power User', higher RFM_score is associated with higher churn risk; test a targeted intervention focused on this driver."
Potential Loyalists | Engaged | Single Product,1,days_since_last_active,1.759061325126341,"In segment 'Potential Loyalists | Engaged | Single Product', higher days_since_last_active is associated with higher churn risk; test a targeted intervention focused on this driver."
Potential Loyalists | Engaged | Single Product,2,support_intensity,0.47412525583620657,"In segment 'Potential Loyalists | Engaged | Single Product', higher support_intensity is associated with higher churn risk; test a targeted intervention focused on this driver."
Potential Loyalists | Engaged | Single Product,3,risk_score,0.3650319573732954,"In segment 'Potential Loyalists | Engaged | Single Product', higher risk_score is associated with higher churn risk; test a targeted intervention focused on this driver."
