churn_probability,segment_label
0.5488668013794491,At Risk
0.15719750795300852,At Risk
0.20423230114487598,Potential Loyalists
0.42023307699129614,At Risk
0.1614673454932097,High Value
0.21252196547284904,Potential Loyalists
0.17524694377592553,Potential Loyalists
0.5189779200300818,At Risk
0.3396473993416272,Potential Loyalists
0.18615255623717603,High Value
0.10531455730310611,At Risk
0.39403706485408996,Potential Loyalists
0.3849932833657424,Potential Loyalists
0.18429715939643507,Potential Loyalists
0.5279267385809477,Potential Loyalists
0.47750030210372674,Potential Loyalists
0.3647503457564446,Potential Loyalists
0.136504495341691,High Value
0.38465033695982054,At Risk
0.15344108279599944,At Risk
0.21004470162406164,Potential Loyalists
0.4023855119946486,Low Value
0.16160258893683346,At Risk
0.18931593392139376,At Risk
0.16149117282754594,Potential Loyalists
0.5380937330365284,Potential Loyalists
0.4242128519523438,At Risk
0.27673606250223687,Potential Loyalists
0.1796119508181354,At Risk
0.1996118773366193,Potential Loyalists
0.4649811240790643,Potential Loyalists
0.1940795001844566,Potential Loyalists
0.4800592956676405,Potential Loyalists
0.1885739909251088,Potential Loyalists
0.45495135427367306,Potential Loyalists
0.10812108389086104,High Value
0.5393223402860473,Potential Loyalists
0.37306760664112226,At Risk
0.33927890248315273,Potential Loyalists
0.3382331300819693,At Risk
0.47466837540291557,Potential Loyalists
0.37378738256986416,Potential Loyalists
0.45486509583969337,Low Value
0.27942640272751523,Potential Loyalists
0.26352507352867266,Low Value
0.18596247508392993,Potential Loyalists
0.3278969003475321,Potential Loyalists
0.392973417276775,Potential Loyalists
0.3734941543508998,Potential Loyalists
0.3914660152688268,Potential Loyalists
0.2724198406225646,High Value
0.14287170441170371,Potential Loyalists
0.31894556766889626,Low Value
0.6551049557200822,Potential Loyalists
0.4886702813996897,Potential Loyalists
0.31479358057822177,At Risk
0.5082485255421062,Potential Loyalists
0.18764995942363966,At Risk
0.45986678869110925,Potential Loyalists
0.42072233191297576,Potential Loyalists
0.08332784601578204,Potential Loyalists
0.2892525007366233,Low Value
0.4516777128499214,Potential Loyalists
0.29372571287745736,Potential Loyalists
0.4208566995179057,At Risk
0.5429854117354798,Low Value
0.2539638254433558,Potential Loyalists
0.45527025456188586,At Risk
0.34134455864334745,Potential Loyalists
0.294412534878203,Low Value
0.4864818994858212,At Risk
0.2848611097028075,Potential Loyalists
0.3916892310731706,At Risk
0.34695035054713086,Potential Loyalists
0.39523587245638364,Low Value
0.29041492787547796,Potential Loyalists
0.31611896380910104,At Risk
0.10061730888493589,High Value
0.3073284119798962,Potential Loyalists
0.416035576842543,At Risk
0.3935674964883514,Potential Loyalists
0.17877162348585654,Potential Loyalists
0.3354794351365545,Potential Loyalists
0.2706128005840618,Potential Loyalists
0.48664135200723074,At Risk
0.26897931667989505,Potential Loyalists
0.19079330567048955,Potential Loyalists
0.16757019764371547,Potential Loyalists
0.4680598916330677,Potential Loyalists
0.07589898227224481,Potential Loyalists
0.12362924223339282,Potential Loyalists
0.38314165486869034,High Value
0.27345936222968803,At Risk
0.17683354837202953,At Risk
0.3459389550908216,At Risk
0.27361268190554033,Potential Loyalists
0.25144478703191586,Potential Loyalists
0.46795628408378126,Potential Loyalists
0.17493120054001704,At Risk
0.24771462665209937,High Value
0.2630944621128059,High Value
0.1789423264154058,Potential Loyalists
0.3023004800641976,At Risk
0.11175632240135264,Potential Loyalists
0.2410433323098267,At Risk
0.08602727549909803,High Value
0.33635365193300587,Potential Loyalists
0.3774733812771086,Potential Loyalists
0.3182257482868116,Potential Loyalists
0.13287968469209688,Potential Loyalists
0.37002248416979955,Potential Loyalists
0.4292809755849107,Potential Loyalists
0.29002943213987953,Low Value
0.33075686529231635,At Risk
0.23572557456478974,Potential Loyalists
0.35014928706424503,Potential Loyalists
0.20596190100390827,Potential Loyalists
0.2336829017710957,Potential Loyalists
0.14257673005495525,Potential Loyalists
0.28291304176059845,High Value
0.3082743738651555,Low Value
0.10762149952880731,Potential Loyalists
0.45250379590389134,At Risk
0.18681119825965053,Potential Loyalists
0.42147749235492554,Potential Loyalists
0.26692634626387046,High Value
0.31732454085666717,Potential Loyalists
0.21694085850912442,Potential Loyalists
0.2997561161333394,High Value
0.3195989509808334,High Value
0.3763747775989253,At Risk
0.4619643178155882,Low Value
0.2045248976229138,High Value
0.348417859425898,High Value
0.24328945438130736,Potential Loyalists
0.1845964656769518,Potential Loyalists
0.3763515024457671,Potential Loyalists
0.2930454471954113,Potential Loyalists
0.2888324573949968,Potential Loyalists
0.3575244159913758,Potential Loyalists
0.30021211180236823,Potential Loyalists
0.3380544070774845,At Risk
0.1772402719598829,High Value
0.21625296897852544,Potential Loyalists
0.4979010662620297,At Risk
0.27068125201800797,At Risk
0.30917713632596283,At Risk
0.4593851497546189,High Value
0.4089599169205819,Potential Loyalists
0.2945859920541174,Potential Loyalists
0.5422014706668195,Low Value
0.1876954230957397,Potential Loyalists
0.19670569836607144,High Value
0.137465609021003,High Value
0.18317656225391848,Potential Loyalists
0.32003487117998425,At Risk
0.14281981079274453,Potential Loyalists
0.08680153511725516,Potential Loyalists
0.31976206260706874,Potential Loyalists
0.3186686641547233,Potential Loyalists
0.10174981697776528,High Value
0.1494651816694999,Potential Loyalists
0.0876908615754101,At Risk
0.19419633194158106,High Value
0.5138099519198569,Potential Loyalists
0.2050753034024098,High Value
0.39542043440136576,Potential Loyalists
0.37177332724320833,At Risk
0.5409731617423342,Potential Loyalists
0.28183376458452014,Potential Loyalists
0.4217212911662987,Low Value
0.39301090070767153,Potential Loyalists
0.24644336191684676,Potential Loyalists
0.18707475815018332,Potential Loyalists
0.18559309413632716,Potential Loyalists
0.2087438007562457,Potential Loyalists
0.4552612912827468,Potential Loyalists
0.4398576240436654,Potential Loyalists
0.270054799239509,Potential Loyalists
0.20769404898405913,Potential Loyalists
0.3180706767732039,High Value
0.23122384082543465,Potential Loyalists
0.2732978595905969,High Value
0.4036132118258994,At Risk
0.31280937498861816,High Value
0.31956302722573093,Potential Loyalists
0.492431219748479,At Risk
0.1908032581057859,High Value
0.1795934953110591,Potential Loyalists
0.5434487533727616,Potential Loyalists
0.09493406578477272,High Value
0.2981159289051101,High Value
0.31240195346915955,Potential Loyalists
0.1759484348436112,High Value
0.41818797358016896,At Risk
0.34400392501773436,At Risk
0.37984766408570264,At Risk
0.3393950908955686,Low Value
0.4321103006962946,Potential Loyalists
0.24928192661663706,Potential Loyalists
0.5362541740405417,Potential Loyalists
0.30947751751033964,Potential Loyalists
0.39809788022668985,Potential Loyalists
0.11599584810661294,Potential Loyalists
0.1549623616239493,At Risk
0.05242125360806317,Potential Loyalists
0.13964149408423826,Potential Loyalists
0.5142860844981505,Low Value
0.07145085349962055,Potential Loyalists
0.35592955001335524,Potential Loyalists
0.4486534555085819,Low Value
0.3408429750054509,At Risk
0.4974758688451333,Potential Loyalists
0.24871072331698565,Potential Loyalists
0.2785610291530728,Low Value
0.21501993335484662,High Value
0.3589655520785285,Potential Loyalists
0.47326897474339,At Risk
0.505913603953187,At Risk
0.20256636278495357,Potential Loyalists
0.4745733926315077,At Risk
0.26641844926126373,High Value
0.148351884943044,Potential Loyalists
0.27424520014839654,Potential Loyalists
0.12721172810618922,Potential Loyalists
0.29370698243714305,At Risk
0.1747615390543547,Potential Loyalists
0.33203060225762543,At Risk
0.20509479097304778,Potential Loyalists
0.1528319608491105,Potential Loyalists
0.49548016037212794,At Risk
0.17735124777893702,High Value
0.25300427635157996,At Risk
0.07710565222844531,Potential Loyalists
0.2677877714187914,Low Value
0.3056667958476934,Low Value
0.25226682818025736,Potential Loyalists
0.09483435593209087,Potential Loyalists
0.15895170860249386,High Value
0.2760651832245939,At Risk
0.19033030584109464,Potential Loyalists
0.24636503613278193,Potential Loyalists
0.31256645405364997,Potential Loyalists
0.3096747415028655,Potential Loyalists
0.16370771128193823,Potential Loyalists
0.3166241648511797,High Value
0.35209946040571444,Potential Loyalists
0.3531410386478853,Low Value
0.15072897245027175,Potential Loyalists
0.12737405407301008,Potential Loyalists
0.34350492591584275,Potential Loyalists
0.19180345460699127,Potential Loyalists
0.1417552061781047,High Value
0.2725705652711742,Potential Loyalists
0.2883660641255923,Potential Loyalists
0.32025387227100294,High Value
0.5811629060930011,At Risk
0.15686356861413642,Potential Loyalists
0.47441196220957044,At Risk
0.13315557826187263,High Value
0.11952433675124398,At Risk
0.14747905617240584,Potential Loyalists
0.45517734151543354,Potential Loyalists
0.370879066482678,Potential Loyalists
0.36912996359128825,Potential Loyalists
0.36690606896526246,At Risk
0.4590450339381002,Potential Loyalists
0.28832044112986965,Low Value
0.2001577730117407,Potential Loyalists
0.5024945509080888,Potential Loyalists
0.2827616068144733,Potential Loyalists
0.6823564454201199,Potential Loyalists
0.3946811611360968,Potential Loyalists
0.34347967820016684,Potential Loyalists
0.24876432579339283,Potential Loyalists
0.3677454715409841,Potential Loyalists
0.39163985802055395,Potential Loyalists
0.5556394969750519,Potential Loyalists
0.09160323242936093,Potential Loyalists
0.12573894862278231,Potential Loyalists
0.3159799591130795,Potential Loyalists
0.15689764457372177,High Value
0.2936756166289783,Potential Loyalists
0.11713295980213324,Potential Loyalists
0.2713172637124989,At Risk
0.3159374344721195,At Risk
0.2188759857758648,High Value
0.4579456740372063,Potential Loyalists
0.14375016662677056,Potential Loyalists
0.32571706566007697,Potential Loyalists
0.5636722455704817,At Risk
0.1887172531698139,Potential Loyalists
0.45944349717786015,At Risk
0.4196344624905947,Low Value
0.40163335455450727,At Risk
0.2887484291780269,At Risk
0.1495161911511051,High Value
0.17805764395849713,High Value
0.524149771284506,Potential Loyalists
0.1574883051023152,Potential Loyalists
0.23455251650799486,At Risk
0.2981360891604924,At Risk
0.25999583465624615,Potential Loyalists
0.2712595843684845,Potential Loyalists
0.5422776794217535,At Risk
0.3872779490143511,At Risk
0.223339730477923,Potential Loyalists
0.08085285923983598,Potential Loyalists
0.3842827533452137,At Risk
0.2721140480961823,Potential Loyalists
0.29842682857308767,At Risk
0.4063433715465695,High Value
0.08727543503510003,At Risk
0.2950342954795038,Potential Loyalists
0.32824221325530406,Potential Loyalists
0.41046355260844086,At Risk
0.09984607660519543,Potential Loyalists
0.30183780833679325,Potential Loyalists
0.2756211076867819,Potential Loyalists
0.21226340017980908,Potential Loyalists
0.3781224899892913,Low Value
0.23464738956087716,Potential Loyalists
0.22348667951632373,Potential Loyalists
0.18056569616416146,Potential Loyalists
0.23267985802345056,High Value
0.39105661316461043,At Risk
0.3383492337965848,Low Value
0.42293285371823774,At Risk
0.16258231497790146,High Value
0.2931930396818898,Potential Loyalists
0.2673528395177701,High Value
0.3552137686425904,At Risk
0.30612161468183785,High Value
0.3619616364182646,Potential Loyalists
0.3354700133411618,At Risk
0.11950386745088686,Potential Loyalists
0.15447202113410644,Potential Loyalists
0.21816504240467716,Potential Loyalists
0.40979678402938396,Low Value
0.18956708499538366,Low Value
0.2085574144230942,High Value
0.4394045617771114,Potential Loyalists
0.10525592107792064,Potential Loyalists
0.2591090626313499,Potential Loyalists
0.10799103349802605,Potential Loyalists
0.3399142244936218,Potential Loyalists
0.08935804928467964,High Value
0.20818830227730575,High Value
0.15680860670230198,Potential Loyalists
0.37271474554450923,Potential Loyalists
0.34358990184647875,Potential Loyalists
0.35270654731879375,Potential Loyalists
0.25779593965408265,High Value
0.16914451990722398,Potential Loyalists
0.2785672603177065,Potential Loyalists
0.19018614322117558,High Value
0.3431107328575142,High Value
0.4431376293068821,At Risk
0.09124838607504335,Potential Loyalists
0.4049530269236072,Potential Loyalists
0.25376111149462244,Potential Loyalists
0.35725216167840246,At Risk
0.39657048644396964,Potential Loyalists
0.18918357879925746,Potential Loyalists
0.4185326977086175,Potential Loyalists
0.43359178187733255,At Risk
0.12851191268568465,High Value
0.2963107512699395,Potential Loyalists
0.31731849475106494,Potential Loyalists
0.3440439294852763,At Risk
0.06862075037001142,Potential Loyalists
0.22260386103924404,High Value
0.24696248973413965,Potential Loyalists
0.5181046860641789,Potential Loyalists
0.5044519102284938,At Risk
0.34431597481338344,Potential Loyalists
0.20794887393558575,Potential Loyalists
0.22845827742936636,At Risk
0.08979799674472447,High Value
0.2944953073859827,At Risk
0.24690426011059388,At Risk
0.44989458507969726,Potential Loyalists
0.22301058092223644,Potential Loyalists
0.11976595537617128,High Value
0.2210752042564622,Potential Loyalists
0.35647457871741994,At Risk
0.6793098818181155,Potential Loyalists
0.28518967713770177,Potential Loyalists
0.2415342162560087,At Risk
0.115625387049866,Potential Loyalists
0.41511402308769446,Potential Loyalists
0.18863589953580825,Potential Loyalists
0.2632741408164174,High Value
0.33962678900167936,Potential Loyalists
0.3540859946558062,Potential Loyalists
0.14942442990606136,Potential Loyalists
0.44748270413269264,Low Value
0.23962080355695198,At Risk
0.24784946254092063,At Risk
0.27883183317513055,Low Value
0.23948793990197315,Potential Loyalists
0.10731227065719401,Potential Loyalists
0.5024894596653819,At Risk
0.40984302949999135,Potential Loyalists
0.18779397978598575,High Value
0.26575381238054063,Low Value
0.12034296506598015,At Risk
0.5399633700308304,Potential Loyalists
0.537357209734706,Potential Loyalists
0.44490210515306206,Potential Loyalists
0.2858589931274814,Potential Loyalists
0.23821628002966364,Potential Loyalists
0.5471585090729314,Potential Loyalists
0.43009391548132175,Potential Loyalists
0.1390623150398953,Potential Loyalists
0.27073327614435144,Potential Loyalists
0.1593808948100953,Potential Loyalists
0.294019629001043,Potential Loyalists
0.18241873710980896,Potential Loyalists
0.11513381942429428,High Value
0.21382816135376603,At Risk
0.15703890445017796,High Value
0.12116889575979076,Potential Loyalists
0.3170897501054968,At Risk
0.2986447582228312,At Risk
0.31514099869064705,High Value
0.28670481521840163,Potential Loyalists
0.23780563803320917,Potential Loyalists
0.3553524198185746,At Risk
0.3112629994547176,Potential Loyalists
0.19471540042781751,At Risk
0.3176918163735628,Potential Loyalists
0.2590859715769175,Potential Loyalists
0.321019223252549,Potential Loyalists
0.4546905028938347,Potential Loyalists
0.25020429224672647,Potential Loyalists
0.17957462291404516,Potential Loyalists
0.4765890253442995,Low Value
0.290491279553586,At Risk
0.5490166581999921,Potential Loyalists
0.12643881656618094,At Risk
0.24247278176743614,Potential Loyalists
0.21507160057020805,Potential Loyalists
0.3408715232443322,Potential Loyalists
0.3864402269542809,At Risk
0.5624203409585744,Potential Loyalists
0.2712824459068779,Potential Loyalists
0.22002581741723695,High Value
0.10842168175538781,High Value
0.3316184396726808,Low Value
0.40686091330756335,At Risk
0.14672835078637647,Potential Loyalists
0.24169072390096613,Potential Loyalists
0.37498372483118503,Potential Loyalists
0.48291902621421334,At Risk
0.3179676920258392,Potential Loyalists
0.39884801290228056,Potential Loyalists
0.30481938990700685,Potential Loyalists
0.38221313814491176,Potential Loyalists
0.2084243958915381,At Risk
0.23069676786868473,Potential Loyalists
0.2797923821470128,Potential Loyalists
0.3046108391216637,Potential Loyalists
0.2470050062281248,High Value
0.22840094280173062,Potential Loyalists
0.37080513525092035,Potential Loyalists
0.14118418009710307,Potential Loyalists
0.2763552272797591,Potential Loyalists
0.35020152207502775,High Value
0.3658974150155444,At Risk
0.15889803416177223,Potential Loyalists
0.24990340277509546,Potential Loyalists
0.21961293003338025,Potential Loyalists
0.18606465651785722,Potential Loyalists
0.3837564039811154,Low Value
0.2885223489739408,At Risk
0.2372295408290024,Potential Loyalists
0.12897439564011962,At Risk
0.2140639752093951,Potential Loyalists
0.35349374012758555,Potential Loyalists
0.39919497854634745,Potential Loyalists
0.37058670375148467,At Risk
0.08925255141758151,Potential Loyalists
0.24913857611573303,Potential Loyalists
0.508980841358122,Potential Loyalists
0.389889564358027,Potential Loyalists
0.33032759358140695,Potential Loyalists
0.5879838435045386,Potential Loyalists
0.4120440026493254,Potential Loyalists
0.3053765513129431,At Risk
0.5151711583697309,At Risk
0.5867175484228833,Potential Loyalists
0.30872779181961085,Potential Loyalists
0.21789790672074072,High Value
0.2942568575813685,At Risk
0.273025918530946,At Risk
0.26517817593658016,Potential Loyalists
0.26797473289881385,At Risk
0.2329745302438024,High Value
0.46343656502236275,Potential Loyalists
0.2973295592433896,At Risk
0.2276613818273995,Potential Loyalists
0.2106868205798893,High Value
0.42028011618238914,At Risk
0.15043893188913984,High Value
0.45298347357542407,At Risk
0.29005085086374444,High Value
0.25663505755044913,At Risk
0.40797929466178756,Potential Loyalists
0.13999004669807405,High Value
0.3087397254387731,Low Value
0.18167114370728363,Potential Loyalists
0.2697049401512994,At Risk
0.30462627613584753,Potential Loyalists
0.10598810027953426,Potential Loyalists
0.11331960632365926,Potential Loyalists
0.20549687745418108,Potential Loyalists
0.2112581035766806,Potential Loyalists
0.21680275788695805,Potential Loyalists
0.42738873772885605,Low Value
0.21230601200878596,Potential Loyalists
0.6657633648333874,Low Value
0.22575123147203652,Potential Loyalists
0.12595023088451868,Potential Loyalists
0.5108354703335762,Potential Loyalists
0.4503057915574272,Potential Loyalists
0.2934605261668827,Potential Loyalists
0.09767439423410701,High Value
0.3492619450414104,At Risk
0.4900059867023384,At Risk
0.2248555409332914,At Risk
0.43265431863844606,At Risk
0.4062300049196895,At Risk
0.3191032316595892,Potential Loyalists
0.18584742648007144,High Value
0.3343945550399588,Potential Loyalists
0.16239391091547709,Potential Loyalists
0.15425216325965474,Potential Loyalists
0.17185884371677707,At Risk
0.21028525093356296,Potential Loyalists
0.39819298051929386,Low Value
0.2951995442536246,Potential Loyalists
0.19223976667012135,High Value
0.14325059819385305,At Risk
0.28455834330274776,At Risk
0.44296983085809477,Low Value
0.1009198471720595,Potential Loyalists
0.43806613048049736,Low Value
0.22076827661126375,Potential Loyalists
0.15596728124907297,Potential Loyalists
0.172861166065527,Potential Loyalists
0.21588367270878592,Potential Loyalists
0.47707114936114065,Potential Loyalists
0.3356960599360852,Potential Loyalists
0.320564515006721,At Risk
0.40659379186002664,Low Value
0.19989698556232183,Potential Loyalists
0.29090137372227803,Potential Loyalists
0.33757676257331876,Potential Loyalists
0.4944288761520446,Potential Loyalists
0.1272800350318401,Potential Loyalists
0.22023880640261634,At Risk
0.21967352489340305,High Value
0.390250867575174,High Value
0.11933793830489177,Potential Loyalists
0.22313803633517512,Potential Loyalists
0.28514037298723227,At Risk
0.31793867489743455,Potential Loyalists
0.25842641773447184,Potential Loyalists
0.46418005540941104,Low Value
0.32108155571493546,High Value
0.36096546167881177,At Risk
0.3324379887294747,Potential Loyalists
0.348754040690421,Potential Loyalists
0.2848516246003644,Low Value
0.33896139326016855,High Value
0.20363168632106107,Potential Loyalists
0.4949723297639231,Potential Loyalists
0.22276682781767865,Potential Loyalists
0.09117840178439318,Potential Loyalists
0.1458944007735211,Potential Loyalists
0.25967714706537004,At Risk
0.16927771962413093,Potential Loyalists
0.3085995552409492,Potential Loyalists
0.36572360487370215,Low Value
0.31855365622646026,Potential Loyalists
0.2734406983441389,Potential Loyalists
0.3485349427020518,Potential Loyalists
0.22767309518685255,High Value
0.12160688011853044,At Risk
0.23555229740597533,Potential Loyalists
0.24108354436044233,Potential Loyalists
0.2198473351893306,High Value
0.21841587198819962,Potential Loyalists
0.0913475743878616,Potential Loyalists
0.3261397006529559,Low Value
0.29760155397805294,Potential Loyalists
0.5095609080587113,At Risk
0.13931792277450364,Potential Loyalists
0.31085777988365837,Potential Loyalists
0.15633149604674515,High Value
0.20944906171208752,Potential Loyalists
0.14845230770193457,High Value
0.12159971339539426,Potential Loyalists
0.4054267543538468,Potential Loyalists
0.23115785589907234,At Risk
0.12167256578833037,Potential Loyalists
0.337494341383208,At Risk
0.17646736145044886,Potential Loyalists
0.3343424268061898,Potential Loyalists
0.16268464641883945,High Value
0.3498947747518652,High Value
0.2300590012770265,At Risk
0.3397175534832977,Potential Loyalists
0.3423685373402693,High Value
0.18747908994508541,Potential Loyalists
0.11206594905387923,Potential Loyalists
0.2984226884519414,Potential Loyalists
0.2482774289993319,Potential Loyalists
0.6504548860702423,Potential Loyalists
0.29834707233457114,Potential Loyalists
0.11835218512259274,At Risk
0.15683659300900832,High Value
0.35619848281581046,Potential Loyalists
0.4246361284330212,At Risk
0.19909998394329,Potential Loyalists
0.1979796415037779,At Risk
0.26480625195213936,Potential Loyalists
0.3552642526305643,Potential Loyalists
0.35419205164021095,At Risk
0.20761175993973596,Potential Loyalists
0.1780318373444734,High Value
0.2285304707314487,Potential Loyalists
0.3662561904548459,Potential Loyalists
0.104132105841837,Potential Loyalists
0.302170627195196,Potential Loyalists
0.3521159010287632,At Risk
0.2391704046397732,High Value
0.32014808707774906,High Value
0.26779345062444787,At Risk
0.37617392979459147,Low Value
0.29063291334823027,Potential Loyalists
0.21015691863770966,At Risk
0.3823061518912807,At Risk
0.2436065786726776,Potential Loyalists
0.15545561460761545,Potential Loyalists
0.16658213761793417,Potential Loyalists
0.16716284952744692,High Value
0.28428800321000935,Potential Loyalists
0.13139263895267256,High Value
0.2032963381853983,High Value
0.5344064807357352,Potential Loyalists
0.3273490778243747,At Risk
0.09076889000508344,High Value
0.12218237564260546,At Risk
0.29470274162294285,High Value
0.22633046813344715,At Risk
0.4849118908119696,Potential Loyalists
0.09138510324356824,High Value
0.3714192886325127,At Risk
0.4018188049657399,Potential Loyalists
0.2970518535745739,Potential Loyalists
0.4772489668489931,Low Value
0.3901393240206313,Potential Loyalists
0.16167840467500424,High Value
0.27557110377830923,At Risk
0.4233329699850735,At Risk
0.3122217180168612,High Value
0.30568693464966223,Low Value
0.5743118462584965,At Risk
0.6142049609987036,At Risk
0.3836674212019227,At Risk
0.4189272298174169,Potential Loyalists
0.43830457584793425,Low Value
0.4153042451922638,Low Value
0.27586069292930526,High Value
0.23055499413539557,High Value
0.31029439687702354,Potential Loyalists
0.14203003912556444,Potential Loyalists
0.2740583167953302,Potential Loyalists
0.3607272422205142,High Value
0.3623880726094719,Potential Loyalists
0.3027558790332147,Potential Loyalists
0.21196677134411473,Low Value
0.14390661858768633,At Risk
0.23682170305722214,Potential Loyalists
0.4395779507060566,Potential Loyalists
0.3664239008613574,Potential Loyalists
0.08639415836243261,At Risk
0.27692936490170483,Potential Loyalists
0.2200412182531939,Potential Loyalists
0.3064217492430699,Low Value
0.4518876072955113,Potential Loyalists
0.2783212819798837,Potential Loyalists
0.1531648065516608,Potential Loyalists
0.49806634930085475,At Risk
0.35217218654229304,Low Value
0.16018379946338235,Potential Loyalists
0.08527887389361521,Potential Loyalists
0.26965744583051887,At Risk
0.3922125052729597,At Risk
0.4778042329755789,At Risk
0.1913184173334365,Potential Loyalists
0.1891957904809114,High Value
0.3657353091080756,Potential Loyalists
0.5205818918864754,Potential Loyalists
0.28621671783714264,Potential Loyalists
0.48234222205844524,At Risk
0.2549899860966124,Potential Loyalists
0.37580648284790785,Potential Loyalists
0.1772809347743916,Potential Loyalists
0.20253553908918936,High Value
0.40466532051492504,Low Value
0.33521155564856797,Potential Loyalists
0.2752572403410194,Potential Loyalists
0.24152402768190914,High Value
0.11712039290207135,Potential Loyalists
0.31533585990486485,Potential Loyalists
0.4842841081349871,At Risk
0.5514140113442046,Potential Loyalists
0.24794530785550836,Potential Loyalists
0.24541316962084983,Potential Loyalists
0.4851106828505375,Potential Loyalists
0.5116758732271693,At Risk
0.5789649231012883,At Risk
0.24601334329005645,At Risk
0.2273812608393874,At Risk
0.28908407861907887,Potential Loyalists
0.2138989327017584,Potential Loyalists
0.16262747373318545,At Risk
0.17375787593958267,Potential Loyalists
0.46457888549564313,At Risk
0.11119302304687619,Potential Loyalists
0.2185972982068245,Potential Loyalists
0.25131114520795944,Potential Loyalists
0.24135250716194748,Potential Loyalists
0.16103804898128157,Potential Loyalists
0.2229467307363292,Potential Loyalists
0.2057032819986141,Potential Loyalists
0.33465397953522735,At Risk
0.1806951950240219,At Risk
0.4143648169149463,At Risk
0.20988826352301349,High Value
0.18793818573655058,Low Value
0.3633718317104506,Potential Loyalists
0.3918327776694229,Potential Loyalists
0.48750248502567434,Potential Loyalists
0.3138164957480432,Potential Loyalists
0.4021873371498128,Potential Loyalists
0.3533532303500593,Low Value
0.4446793530159896,Potential Loyalists
0.24352965119794392,Potential Loyalists
0.3515647967829761,Potential Loyalists
0.3278712924774016,Potential Loyalists
0.24221620122174087,High Value
0.2705297361810645,At Risk
0.0686292318633018,Potential Loyalists
0.5160988568569348,Potential Loyalists
0.5016928184739896,Potential Loyalists
0.3441218047088708,Potential Loyalists
0.3690058993877595,Potential Loyalists
0.2589839348054324,Potential Loyalists
0.3854917730615768,Potential Loyalists
0.17834325485720554,Potential Loyalists
0.3240570051420215,Potential Loyalists
0.33267488969640757,Potential Loyalists
0.15373316441265208,Potential Loyalists
0.37256287658837794,Potential Loyalists
0.2116159733880822,High Value
0.2668541492494987,At Risk
0.2548258701593779,Potential Loyalists
0.2610687338498706,Potential Loyalists
0.45209670024317544,At Risk
0.15433372405472506,Potential Loyalists
0.2822501707331999,At Risk
0.23322177281044543,Potential Loyalists
0.25879593876821694,Potential Loyalists
0.32544112569842243,Potential Loyalists
0.3932483610084215,At Risk
0.298434046847488,At Risk
